pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
only other,15.6032591127,0.0145298523,10.9899192397,0.0001486968,1,0.0000000000,0.0000000000,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059945549,1.0000000000,1,1,0.0000000000,0.0000000000
usually have,14.2547584893,0.0109792704,8.4024588148,0.0000898780,1,0.0460402991,0.0721035281,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0073468800,1.0000000000,1,1,0.0000000000,0.0000000000
is a good,9.1559072188,0.0198063937,13.6504738599,0.0004269508,1,0.2826081609,0.4200233637,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0204488243,1.0000000000,1,1,0.0000000000,0.0000000000
wants to,71.3279610104,0.0300793941,16.5271369476,0.0002165162,1,0.1782988815,0.8041212466,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125892074,1.0000000000,1,1,0.0000000000,0.0000000000
an order,42.3973344915,0.0397181639,24.8553532852,0.0005576907,1,0.1020759035,0.1136363636,44,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061141859,0.5000000000,1,0,0.0000000000,0.0000000000
review is for the,16.6312031303,0.0171856131,10.5188489638,0.0002662621,1,0.2085529685,0.5676865337,14,0.0000000000,0.0000000000,0.0000000000,0.0714285714,0.0207573496,0.7500000000,0,1,0.0000000000,0.0000000000
really have,2.5821928502,0.0051189220,3.2861818224,0.0000385061,1,0.0000000000,0.0000000000,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0103219697,1.0000000000,1,1,0.0000000000,0.0000000000
only because,14.5664636058,0.0116403746,8.8843153712,0.0000996707,1,0.0664193652,0.0388681645,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0054509769,1.0000000000,1,1,0.0000000000,0.0000000000
was hoping,41.0394766524,0.0204072779,12.8675247830,0.0001507762,1,0.2179716044,0.7402139002,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0138613236,0.5000000000,1,0,0.0000000000,0.0000000000
were greeted by,125.3390333522,0.0428625262,17.4184987330,0.0003186550,1,0.1315603004,0.2577675286,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0062891296,0.6666666667,1,1,0.0000000000,0.0000000000
choose from,382.2434953851,0.1449506874,47.9386507957,0.0013073431,1,0.0452915373,0.0677074912,65,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044294977,0.5000000000,0,1,0.0000000000,0.0000000000
so they,2.5368246782,0.0070242942,4.4645027371,0.0000724243,1,0.2459120584,0.2457840151,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125404775,1.0000000000,1,1,0.0000000000,0.0000000000
reminded me,508.9442651173,0.1057828675,31.7788156868,0.0005481147,1,0.0000000000,0.0000000000,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040934576,0.5000000000,0,1,0.0000000000,0.0000000000
price was,7.3865451488,0.0145731584,11.6599219780,0.0002299758,1,0.2882634774,0.7107986894,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153532850,0.5000000000,0,1,0.0000000000,0.0000000000
there are a,6.1133979033,0.0131272650,9.0524137013,0.0002296533,1,0.2469265607,0.4212890797,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157180920,1.0000000000,1,1,0.0000000000,0.0000000000
not greasy,69.9039204250,0.0297776174,16.4490317446,0.0002154929,1,0.1062184609,0.2024437545,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067632420,0.5000000000,1,0,0.0000000000,0.0000000000
the water,2.6062352353,0.0072728725,4.6927654754,0.0000777645,1,0.3375306109,0.9983670154,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0222108181,0.5000000000,1,0,0.0000000000,0.0000000000
down the best,46.6374866251,0.0347771833,18.4275253543,0.0004484038,1,0.1939857253,1.0703641346,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0171583036,1.0000000000,1,1,0.0000000000,0.0000000000
for two people,78.6592699021,0.0470877433,21.8256274263,0.0005537007,1,0.1448326182,0.3572038408,25,0.0000000000,0.0000000000,0.0384615385,0.0000000000,0.0087043835,1.0000000000,1,1,0.0000000000,0.0000000000
not at,3.8378622978,0.0095327293,7.1166239917,0.0001273797,1,0.0733193401,0.0590909915,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0115853201,1.0000000000,1,1,0.0000000000,0.0000000000
and comfortable,10.5803031711,0.0107848543,8.5054741180,0.0001037331,1,0.1095447975,0.4502965599,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156099872,0.5000000000,1,0,0.0000000000,0.0000000000
keep coming,554.8667417417,0.0838945069,24.4723282355,0.0003206033,1,0.0000000000,0.0000000000,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015530571,0.5000000000,1,0,0.0000000000,0.0000000000
the building,15.8675254355,0.0151033265,11.3973961342,0.0001589561,1,0.3002498354,1.9240502813,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210855185,0.5000000000,1,0,0.0000000000,0.0000000000
else is,9.8519703407,0.0111789426,8.8601135040,0.0001160732,1,0.1918056428,0.4289386831,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113790299,1.0000000000,1,1,0.0000000000,0.0000000000
portions were,77.7702203887,0.0643680702,34.5568874653,0.0009277949,1,0.1537658140,0.2463153144,63,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0074833359,0.5000000000,0,1,0.0000000000,0.0000000000
seasoned and,13.3036356441,0.0138293950,10.6707513759,0.0001488218,1,0.1892035062,0.6881821559,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156214806,0.5000000000,0,1,0.0000000000,0.0000000000
all of the,12.3454195296,0.0325253995,21.9103115866,0.0009691560,1,0.3099072668,0.8464773569,76,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0244056782,1.0000000000,1,1,0.0000000000,0.0000000000
dining experience,401.3315036152,0.1249464988,40.6586288898,0.0009327789,1,0.0284898338,0.0272523091,46,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028022411,0.0000000000,0,0,1.6532685009,0.0011717497
many of the,16.5379496243,0.0183206131,11.9033975853,0.0002562392,1,0.3388103474,1.3604278884,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0224496861,1.0000000000,1,1,0.0000000000,0.0000000000
i discovered,31.2354370642,0.0199050362,13.3290784363,0.0001746195,1,0.2413754553,1.1821974154,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151171114,0.5000000000,1,0,0.0000000000,0.0000000000
most people,50.9428302537,0.0236650137,14.1723549236,0.0001728466,1,0.0440383470,0.0316566822,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0036637695,1.0000000000,1,1,0.0000000000,0.0000000000
stop in,15.6028567179,0.0120473618,9.1122741145,0.0001022281,1,0.1293121149,0.3404790640,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0094114843,0.5000000000,0,1,0.0000000000,0.0000000000
a shot,60.2299371614,0.0403714867,23.1827476855,0.0004435954,1,0.1547306976,0.6847828982,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0138945687,0.5000000000,1,0,0.0000000000,0.0000000000
good variety,36.3195644283,0.0318361714,20.6365173136,0.0004009964,1,0.1003524384,0.1554929498,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0076735843,0.5000000000,1,0,0.0000000000,0.0000000000
and will,2.6518258950,0.0111057373,7.2326358550,0.0001814367,1,0.2815521940,0.5925471118,55,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0185371876,1.0000000000,1,1,0.0000000000,0.0000000000
but would,3.0534629000,0.0066254340,4.6025251897,0.0000641901,1,0.2222222222,0.2602583241,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109712496,1.0000000000,1,1,0.0000000000,0.0000000000
that when,4.5538809284,0.0094112715,7.2703838128,0.0001179420,1,0.1132717842,0.1645789032,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110651403,1.0000000000,1,1,0.0000000000,0.0000000000
minutes for our,147.8756502601,0.0408329965,15.7999146710,0.0002535088,1,0.3140445937,0.7632463021,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098591491,0.6666666667,0,1,0.0000000000,0.0000000000
easy to find,371.8654088050,0.0647523908,18.7160414756,0.0003002979,1,0.0685480244,0.3541603936,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0096775403,0.6666666667,0,1,0.2421628422,-0.0005184658
in the mood for,99.8847871773,0.0562806179,23.0200869678,0.0007786711,1,0.2025496333,0.6320327589,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0195391594,0.7500000000,1,1,0.0000000000,0.0000000000
is ok,17.0351072174,0.0240046833,17.9318620927,0.0003836211,1,0.2118111836,0.5262275440,40,0.0000000000,0.0000000000,0.0000000000,0.0243902439,0.0117545843,1.0000000000,1,1,0.0000000000,0.0000000000
the biggest,22.1577209406,0.0156072997,11.1706685234,0.0001362379,1,0.2163121190,1.2988943307,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0209921939,0.5000000000,1,0,0.0000000000,0.0000000000
so that,3.9317960523,0.0125008047,9.3860515685,0.0002176602,1,0.1531844749,0.1746082483,47,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0136336900,1.0000000000,1,1,0.0000000000,0.0000000000
they were all,30.1936505193,0.0297513998,17.3755803018,0.0004495359,1,0.1520399688,0.1619231656,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117014908,1.0000000000,1,1,0.0000000000,0.0000000000
also do,20.9774921592,0.0163123286,11.7872314012,0.0001544203,1,0.0496618841,0.0249878814,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0054736678,1.0000000000,1,1,0.0000000000,0.0000000000
super friendly,124.0947993991,0.0446526399,21.0144513781,0.0003098432,1,0.0000000000,0.0000000000,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032202313,0.0000000000,0,0,0.0000000000,0.0000000000
and kept,8.2169514272,0.0098630884,7.8806760479,0.0000997412,1,0.2626364649,1.1759733828,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157259421,1.0000000000,1,1,0.0000000000,0.0000000000
of a,2.6831461316,0.0259593573,17.0094782748,0.0009915539,1,0.4343344986,0.6446420638,297,0.0000000000,0.0033003300,0.0000000000,0.0000000000,0.0247911186,1.0000000000,1,1,0.0000000000,0.0000000000
a wait,3.4239240764,0.0068063708,4.9231491363,0.0000666116,1,0.2397262252,0.7997724479,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150612140,0.5000000000,1,0,0.0000000000,0.0000000000
very picky,135.2786305587,0.0354735368,16.2757941609,0.0001825936,1,0.0441950796,0.0876153126,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0056893771,0.5000000000,1,0,0.0000000000,0.0000000000
i have tried,45.2687493684,0.0505181186,26.9592728881,0.0009672339,1,0.2470512043,0.5654847592,50,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154787849,1.0000000000,1,1,0.0000000000,0.0000000000
mango ice,575.1184436962,0.1124498475,32.4021070686,0.0005588651,1,0.1481481481,0.1481481481,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022252080,0.0000000000,0,0,0.0000000000,0.0000000000
than their,8.6526900540,0.0085539976,6.8237849215,0.0000729915,1,0.3680104393,0.4400601568,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0065207808,1.0000000000,1,1,0.0000000000,0.0000000000
the staff is friendly and,18.8471738770,0.0159689610,9.2855950402,0.0002483115,1,0.3231223085,0.8752818873,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0203514083,0.6000000000,1,1,0.0000000000,0.0000000000
have the buffet,4.0297105729,0.0067406200,4.4072491572,0.0000707141,1,0.2995644054,1.3105814429,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0215362965,0.6666666667,1,0,0.0000000000,0.0000000000
and walk,6.5989416867,0.0081831652,6.5364455041,0.0000765913,1,0.2412812887,0.4916575569,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157555260,0.5000000000,1,0,0.0000000000,0.0000000000
and very,2.8337649250,0.0172379772,11.5988356462,0.0004368902,1,0.3084813232,0.5235682473,124,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0207130097,1.0000000000,1,1,0.0000000000,0.0000000000
my girlfriend,201.7335186706,0.0678679081,27.5757086911,0.0004846806,1,0.0761206682,0.1617643076,27,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0073973555,0.5000000000,1,0,0.0000000000,0.0000000000
the perfect,6.6010445414,0.0165385687,13.2105953025,0.0003128006,1,0.2646320448,1.3109117677,49,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0219844437,0.5000000000,1,0,0.0000000000,0.0000000000
location is,16.5672146986,0.0187149342,14.0371286214,0.0002374080,1,0.1873346850,0.5333416922,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113801588,0.5000000000,0,1,0.0000000000,0.0000000000
i ended,19.7502419925,0.0195994407,14.3067603146,0.0002320878,1,0.2394569947,1.1380780110,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153617775,0.5000000000,1,0,0.0000000000,0.0000000000
service here,7.2009012301,0.0125826944,10.0665158817,0.0001736253,1,0.1587500864,0.1540290226,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0089853378,0.5000000000,0,1,0.0000000000,0.0000000000
i would have,28.5936339294,0.0544617394,32.1626120509,0.0015652495,1,0.2443401303,0.5402732195,92,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0164729725,1.0000000000,1,1,0.0000000000,0.0000000000
also very,20.9057608119,0.0331071947,23.9371788811,0.0006375524,1,0.1783029351,0.2088459312,62,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0089052794,1.0000000000,1,1,0.0000000000,0.0000000000
could see,53.3235441211,0.0222714963,13.1881537246,0.0001479542,1,0.0833333333,0.0833333333,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0034515311,1.0000000000,1,1,0.0000000000,0.0000000000
items to,3.8605339722,0.0069978216,5.2316472391,0.0000685380,1,0.2885134436,0.7841997716,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0138913547,0.5000000000,0,1,0.0000000000,0.0000000000
you and,0.1847667355,0.0013109973,-5.6006553960,-0.0000628322,1,0.5708117384,0.9738931754,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0222419089,1.0000000000,1,1,0.0000000000,0.0000000000
know it,5.1831532136,0.0093627962,7.3585133195,0.0001113146,1,0.2451399570,0.5594045940,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0124061186,1.0000000000,1,1,0.0000000000,0.0000000000
the dish was,5.3135405870,0.0094798300,6.4688829294,0.0001271198,1,0.3888606908,1.5139020166,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0246512701,0.6666666667,1,1,0.0000000000,0.0000000000
buffet line,144.4490319428,0.0625209914,28.1311216779,0.0005382811,1,0.0874680371,0.1461333472,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0056252774,0.0000000000,0,0,1.1611797935,0.0003244238
rice or,24.3632341447,0.0256765109,18.0627610061,0.0003456258,1,0.1736020117,0.1804041463,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067671988,0.5000000000,0,1,0.0000000000,0.0000000000
point i,5.5529665892,0.0068526110,5.4211947519,0.0000579885,1,0.1565679642,0.4821234026,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0155604445,0.5000000000,0,1,0.0000000000,0.0000000000
of town,24.2109184833,0.0361983828,25.4944296673,0.0006898940,1,0.0881546002,0.1574895521,64,0.0000000000,0.0625000000,0.0000000000,0.0000000000,0.0124088882,0.5000000000,1,0,0.0000000000,0.0000000000
section of,31.5330400107,0.0171266654,11.4457911698,0.0001284072,1,0.1462732694,0.4445547760,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113898451,0.5000000000,0,1,0.0000000000,0.0000000000
it was nice,3.9084628076,0.0066384381,4.3106403022,0.0000691640,1,0.2383421087,0.4180484497,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181005028,0.6666666667,1,0,0.0000000000,0.0000000000
the bollywood,7.3966267291,0.0079087965,6.3277936472,0.0000676861,1,0.2433213403,1.4796619778,10,0.0000000000,0.0000000000,0.0000000000,0.2000000000,0.0211375587,0.5000000000,1,0,0.0000000000,0.0000000000
chicken tikka and,0.9756427104,0.0037816384,-0.0889086938,-0.0000016265,1,0.3798392457,0.6256071712,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157503457,0.3333333333,0,1,0.0000000000,0.0000000000
give the,2.3005939944,0.0069740257,4.1658367401,0.0000704562,1,0.1901686777,1.1121755582,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0223532709,1.0000000000,1,1,0.0000000000,0.0000000000
boyfriend and,23.8852998009,0.0301484615,21.2868966678,0.0004830207,1,0.2155897862,0.7946916023,45,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157725529,0.5000000000,0,1,0.0000000000,0.0000000000
it doesn't,37.0706522340,0.0326473640,21.0662123461,0.0004155019,1,0.0000000000,0.0000000000,34,0,0,0,0,0.0111064049,1.0000000000,1,1,0.0000000000,0.0000000000
will be going back,207.5710022819,0.0628446265,20.6641998579,0.0005414287,1,0.0499665129,0.0254512650,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067517006,1.0000000000,1,1,0.2470214772,-0.0002416383
new favorite,154.5676145180,0.0636551650,28.0650491836,0.0005285593,1,0.0456329809,0.0322851724,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033618694,0.5000000000,1,0,0.0000000000,0.0000000000
here when,7.1619774396,0.0098439640,7.8751444862,0.0001065530,1,0.0849193294,0.0716585873,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0078741953,1.0000000000,1,1,0.0000000000,0.0000000000
we were greeted,120.8595627444,0.0559844408,22.9942340185,0.0005595272,1,0.2400044323,0.5876789200,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0108841889,0.6666666667,1,0,0.0000000000,0.0000000000
down a,2.6932085723,0.0060365463,3.9629330424,0.0000536196,1,0.2840900554,0.7416561673,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153391121,1.0000000000,1,1,0.0000000000,0.0000000000
veggie dishes,62.9307647278,0.0282533977,16.0420331534,0.0002101610,1,0.1511064417,0.1990881531,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043789212,0.0000000000,0,0,0.0000000000,0.0000000000
can tell,174.8299058236,0.0543771459,23.0932761727,0.0003493395,1,0.0000000000,0.0000000000,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033454664,1.0000000000,1,1,0.0000000000,0.0000000000
food i have ever had,25.5580312233,0.0195035461,10.7490204237,0.0003014757,1,0.1589473681,0.2629910066,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153969231,0.8000000000,0,1,0.0000000000,0.0000000000
talking about,466.7250797259,0.0993331305,30.7287019497,0.0005197103,1,0.0220066650,0.0368723831,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0035508361,0.5000000000,0,1,0.3913857096,-0.0002736350
place to anyone,100.8175831338,0.0412930239,17.8672835534,0.0003511094,1,0.1570360413,0.4415272271,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0124432011,0.6666666667,0,1,0.0000000000,0.0000000000
i cannot,37.3389132721,0.0350918844,22.6071177871,0.0004775563,1,0.1629656200,0.5696507006,39,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153220738,1.0000000000,1,1,0.0000000000,0.0000000000
ever been,40.3403163687,0.0261203022,16.5350580226,0.0002501312,1,0.0651502960,0.0677317276,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049648702,1.0000000000,1,1,0.0000000000,0.0000000000
yelp deal,230.9407284445,0.0484099281,18.8521990244,0.0002209020,1,0.1666666667,0.1666666667,12,0.0000000000,0.0000000000,0.0000000000,0.0833333333,0.0020223258,0.0000000000,0,0,0.3191311116,-0.0003492078
been great,4.8450327978,0.0070118486,5.4661930511,0.0000640505,1,0.2474390105,0.1689705797,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0082923517,0.5000000000,1,0,0.0000000000,0.0000000000
to say i,7.9823894720,0.0143877636,9.9620825189,0.0002424110,1,0.2954191908,0.7041022822,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193838399,1.0000000000,1,1,0.0000000000,0.0000000000
the end of the meal,24.5013260401,0.0257491758,14.3051431010,0.0005409963,1,0.3622380347,1.3041856407,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0222940793,0.6000000000,1,0,0.0000000000,0.0000000000
all delicious,7.8403169016,0.0099725446,7.9755542585,0.0001044849,1,0.0446252378,0.0404820664,15,0.0000000000,0.0000000000,0.0000000000,0.0666666667,0.0076051023,0.5000000000,1,0,0.0000000000,0.0000000000
for a table,29.2685655450,0.0256908595,15.1002300726,0.0003426391,1,0.2489457940,0.5464941999,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0163688859,0.6666666667,1,0,0.0000000000,0.0000000000
i had to,8.0670785691,0.0271433577,18.7901226492,0.0008580458,1,0.4234469326,0.8017553558,81,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0227758160,1.0000000000,1,1,0.0000000000,0.0000000000
to the table,18.3075099927,0.0260996406,16.7012322277,0.0004867924,1,0.2692896558,0.7653476564,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0233629383,0.6666666667,1,0,0.0000000000,0.0000000000
was surprised,24.0609697631,0.0255167349,17.9921398034,0.0003442745,1,0.2434011730,0.7181787769,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143141915,0.5000000000,1,0,0.0000000000,0.0000000000
look forward,1856.4081632653,0.2276078591,43.2358694365,0.0008401334,1,0.0000000000,0.0000000000,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013860269,0.5000000000,1,0,20.0246082296,0.0025943435
is also a,11.4772400637,0.0148322184,10.0618865746,0.0002104952,1,0.3106193425,0.5210418764,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0183551589,1.0000000000,1,1,0.0000000000,0.0000000000
my first,49.8629715582,0.0751683516,45.2531723419,0.0017719380,1,0.0880465011,0.1241693388,134,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0094904548,1.0000000000,1,1,0.0000000000,0.0000000000
around the world,607.4650684932,0.0868000379,21.2572256016,0.0003577184,1,0.1120723040,0.6133783157,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151082842,0.6666666667,1,0,0.0000000000,0.0000000000
years ago,1444.0159735974,0.2125594462,44.2532128737,0.0009105269,1,0.0250000000,0.0250000000,37,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015144577,0.0000000000,0,0,14.5379449437,0.0056138246
each of the,18.7966047813,0.0152685911,9.7299034001,0.0001637356,1,0.3696579123,1.3432040798,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0220251451,1.0000000000,1,1,0.0000000000,0.0000000000
about a,2.7338669142,0.0097358565,6.4397312770,0.0001394783,1,0.2336138238,0.4484669787,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0169248112,1.0000000000,1,1,0.0000000000,0.0000000000
since we were,41.0858175248,0.0272250619,14.8626519583,0.0003016440,1,0.3581095758,0.6520121374,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117213016,1.0000000000,1,1,0.0000000000,0.0000000000
and pleasant,8.7897903267,0.0115669554,9.2217650105,0.0001323419,1,0.2289051761,0.9635900153,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158052361,0.5000000000,1,0,0.0000000000,0.0000000000
forever to,37.1568913171,0.0224219421,14.4605970150,0.0001956561,1,0.1898344148,0.6745968459,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126976968,0.5000000000,0,1,0.0000000000,0.0000000000
out of this,19.3596114540,0.0268391159,17.0222249137,0.0004961485,1,0.1568286176,0.1833285065,33,0.0000000000,0.0909090909,0.0000000000,0.0303030303,0.0151477747,1.0000000000,1,1,0.0000000000,0.0000000000
we were done,111.7916430327,0.0388918149,16.3389091869,0.0002871786,1,0.1851444284,0.4502987379,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110315405,1.0000000000,1,1,0.0000000000,0.0000000000
mint is,8.3187166784,0.0109356896,8.7348322426,0.0001218221,1,0.0871166974,0.3170675900,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116424438,0.5000000000,0,1,0.0000000000,0.0000000000
both had,6.8575275506,0.0079868159,6.3856534623,0.0000716389,1,0.0971555358,0.2655577441,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0085499279,1.0000000000,1,1,0.0000000000,0.0000000000
ambiance was,9.0673843700,0.0099840383,7.9491006312,0.0000969475,1,0.2331388466,0.5865742414,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143523932,0.5000000000,0,1,0.0000000000,0.0000000000
we always,8.9504215124,0.0153177910,12.2028726480,0.0002298212,1,0.2872605392,0.6489152421,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0119265680,1.0000000000,1,1,0.0000000000,0.0000000000
ever tried,42.0985702894,0.0188680589,11.8269620260,0.0001265087,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0035705818,1.0000000000,1,1,0.0000000000,0.0000000000
prices are pretty,142.1873396803,0.0456525518,17.8732422139,0.0003269741,1,0.0869991254,0.1105138697,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059154548,0.3333333333,0,0,1.1413391168,0.0002643232
the restaurant,9.8832353141,0.0632058193,50.0851167683,0.0037039893,1,0.3622424831,1.1976892932,478,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0251986522,0.5000000000,1,0,0.0000000000,0.0000000000
i had to try,15.6681843586,0.0170731724,9.1261315098,0.0002047671,1,0.3118164183,0.6013473633,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0186421963,1.0000000000,1,1,0.0000000000,0.0000000000
are nice,5.2696095470,0.0073126265,5.7571853994,0.0000674602,1,0.1370970907,0.1666666667,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0082491796,0.5000000000,1,0,0.0000000000,0.0000000000
like i,2.5459347582,0.0113656116,7.2385894106,0.0001896604,1,0.3444278777,0.7404261691,60,0.0000000000,0.0000000000,0.0000000000,0.1971830986,0.0193802966,1.0000000000,1,1,0.0000000000,0.0000000000
find yourself,437.9748148148,0.0638284739,20.1722473057,0.0002263069,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019149214,1.0000000000,1,1,0.0000000000,0.0000000000
a recent,28.9856572589,0.0185246130,12.5974163192,0.0001594383,1,0.1687360181,0.5246791147,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0138767904,0.5000000000,1,0,0.0000000000,0.0000000000
visit here,18.1147671569,0.0129809438,9.6073581401,0.0001077823,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0058243637,0.5000000000,0,1,0.0000000000,0.0000000000
